record_num,pmid,title,year,include?,notes
510,CN-00961032,Efficacy of certolizumab pegol on signs and symptoms of axial spondyloarthritis including ankylosing spondylitis: 24-week results of a double-blind randomised placebo-controlled Phase 3 study,2014,N,
511,CN-02923293,Sustained resolution of enthesitis and peripheral arthritis over 104 weeks with bimekizumab in axial spondyloarthritis,2025,N,
512,CN-00966761,Similar response rates in patients with ankylosing spondylitis and non-radiographic axial spondyloarthritis after 1 year of treatment with etanercept: results from the ESTHER trial,2013,N,
513,CN-01178268,Clinical and MRI responses to etanercept in early non-radiographic axial spondyloarthritis: 48-week results from the EMBARK study,2016,N,review article
514,CN-02103250,Impact of a Minimal Psychoeducational Intervention on Anxiety Among Hospitalized COVID-19 Patients in Denmark,2020,N,in vitro
515,CN-01776869,Long-term anti-tnf treatment is associated with reduction of progression of radiographic changes in the sacroiliac joints in patients with non-radiographic axial SpA: six-year results of the esther trial,2016,N,
516,CN-00265396,Predictors of sustained response to alpha interferon therapy in chronic hepatitis C,1999,N,
517,CN-01913726,Clinical and MRI remission in patients with nonradiographic axial spondyloarthritis who received long-term open-label adalimumab treatment: 3-year results of the ABILITY-1 trial,2018,N,
519,CN-00789727,Accurate personalization of Peg-IFN+RBV treatment duration based on the decline of HCV infected cells computed during the 1st month of therapy,2010,N,
520,CN-00789401,Accurate individualization of PEG-IFN+RBV treatment duration by HCV infected cell decline computed in the 1ST month of therapy,2010,N,duplicate
521,CN-02203545,"Ixekizumab improves self-reported overall functioning and health as measured by the asas health index in patients with non-radiographic axial spondyloarthritis: 52-week results of a phase 3 randomized, active and placebo-controlled trial (coast-x)",2020,N,wrong population
522,CN-02929948,Achievement of Remission Defined by Absence of Objective Signs of Inflammation Versus ASDAS ID in Patients with Active Axial Spondyloarthritis Treated with Bimekizumab: 52-Week Results from Two Phase 3 Studies (Update),2025,N,review article
524,CN-00649820,A new synthetic dialyzer with advanced permselectivity for enhanced low-molecular weight protein removal,2008,N,NAM not NMN
525,CN-01797886,A study to investigate the efficacy of sirukumab in addition to the current antidepressant treatment in adults with depression,2015,N,poster abstract only
526,CN-01467835,"Secukinumab sustains individual clinical responses over time in patients with psoriatic arthritis: 2-year results from a phase 3 trial, future 2",2017,N,niacin not NMN/NR
527,CN-02464662,Evaluation of Efficacy and Safety of Eucept in Subjects with Active Spondyloarthritis,2022,N,
528,CN-01506509,Effect of Methylprednisolone on Orthostatic Intolerance and Heart Rate Variability in Hip-arthroplasty Patients,2015,N,case report
529,CN-02356546,Effect of milk protein content in Toddler formula on later BMI and obesity risk: protocol of the multicentre randomised controlled Toddler Milk Intervention (ToMI) trial,2021,N,
530,CN-01009551,Patients with ankylosing spondylitis and non-radiographic axial spondyloarthritis had similar TNFi drug survival: hür-bio real life results,2014,N,
531,CN-01028397,Disease burden is comparable in patients with non-radiographic axial spondyloarthritis and ankylosing spondylitis,2012,N,case report
532,CN-02664300,"BRCAAway: a randomized phase 2 trial of abiraterone, olaparib, or abiraterone + olaparib in patients with metastatic castration-resistant prostate cancer (mCRPC) bearing homologous recombination-repair mutations (HRRm)",2024,N,
533,CN-02461466,EP08.02-025 Lazertinib as a Frontline Treatment in Patients with EGFR Mutant Advanced Non-Small Cell Lung Cancer: results from the Phase I/II Trial,2022,N,
534,CN-02514327,Bimekizumab Maintains Improvements in Efficacy Endpoints and Has a Consistent Safety Profile Through 52 Weeks in Patients with Non-Radiographic Axial Spondyloarthritis and Ankylosing Spondylitis: results from Two Parallel Phase 3 Studies,2022,N,
535,CN-00761384,"Circulating surfactant protein -D is low and correlates negatively with systemic inflammation in early, untreated rheumatoid arthritis",2010,N,
536,CN-01439879,Role of posture on nasal resistance and OSA severity with a novel mandibular advancement device,2017,N,in vitro
537,CN-01297213,Development of the food supplement Nyaditum resae as a new tool to reduce the risk of tuberculosis development,2016,N,animal
538,CN-02414665,NORMALISATION OF HIGH SENSITIVITY CRP VERSUS CLINICAL RESPONSE TO IXEKIZUMAB AT WEEK 16 IN PATIENTS WITH RADIOGRAPHIC AND NON-RADIOGRAPHIC AXIAL SPONDYLOARTHRITIS: RESULTS FROM THE COAST-V/W/X STUDIES,2022,N,duplicate
539,CN-00116304,Nocturnal hypertension and sleep apnea: effect of the ACE inhibitor cilazapril on apnea-induced blood pressure increases during sleep,1995,N,
540,CN-02616203,BIMEKIZUMAB MAINTAINED IMPROVEMENTS IN EFFICACY ENDPOINTS AND HAD A CONSISTENT SAFETY PROFILE THROUGH 52 WEEKS IN PATIENTS WITH NON-RADIOGRAPHIC AND RADIOGRAPHIC AXIAL SPONDYLOARTHRITIS: RESULTS FROM TWO PARALLEL PHASE 3 STUDIES,2023,N,NAM not NMN
541,CN-00778033,"Dietary restraint and control over ""wanting"" following consumption of ""forbidden"" food",2010,N,
542,CN-01423751,Potential differences in axial spondyloarthritis disease activity categorization using different minimum values for high-sensitivity CRP in ankylosing spondylitis disease activity score calculation and different definitions of disease flare,2017,N,
543,CN-02874050,POS0920 BIMEKIZUMAB DEMONSTRATES COMPARABLE ONE-YEAR EFFICACY IN MALE AND FEMALE PATIENTS WITH AXIAL SPONDYLOARTHRITIS: RESULTS FROM TWO PHASE 3 STUDIES,2025,N,
544,CN-01467048,Prevalence of vitamin d deficiency in persons with severe hemophilia in Ireland,2018,N,no RCT
545,CN-02460485,RHEUMATOID ARTHRITIS PATIENTS WHO SWITCHED TREATMENT from ADALIMUMAB to UPADACITINIB DEMONSTRATE A ROBUST REDUCTION of INFLAMMATION-RELATED BIOMARKERS: PROTEOMICS ANALYSIS from the SELECT-COMPARE PHASE 3 STUDY,2022,N,
546,CN-01168612,Effects of Five-Week Resistance Training in Hypoxia on Hormones and Muscle Strength,2016,N,no placebo
547,CN-02303649,"Baseline characteristics and treatment response to ixekizumab categorised by sex in radiographic and non-radiographic axial spondylarthritis patients through 52 weeks: data from 3 phase iii, randomized, controlled trials",2021,N,no metabolic outcomes
548,CN-02788956,IMPACT of BIMEKIZUMAB on MRI INFLAMMATORY and STRUCTURAL LESIONS in the SACROILIAC JOINTS of PATIENTS with AXIAL SPONDYLARTHRI-TIS: 52-WEEK RESULTS and POST HOC ANALYSES from the BE MOBILE 1 and 2 PHASE 3 STUDIES,2024,N,
549,CN-01923444,"The effects of late gestation nutrient restriction of dams on beef heifer intake, metabolites and hormones during an ad libitum feeding trial",2018,N,wrong population
550,CN-01915416,Postural effects on nasal resistance in obstructive sleep apnoea (OSA) and efficacy of a novel oral appliance,2018,N,
551,CN-01008840,"Safety and early quality of life after Strattice™ tissue matrix placement at the time of stoma construction: a randomized, controlled trial",2011,N,no placebo
552,CN-02884844,"Ixekizumab Improves Signs, Symptoms, and Quality of Life in Patients with Axial Spondyloarthritis Irrespective of Symptom Duration",2025,N,case report
554,CN-02524174,"In hypertension, evening vs. morning dosing of antihypertensive drugs did not differ for major CV outcomes at 5.2 y",2023,N,
555,CN-01999938,Cold water submersion attenuates post-submersion aerobic performance and orthostatic tolerance irrespective of partial rehydration with water,2019,N,
556,CN-00749917,Changes in R-Wave amplitude in DII lead is less sensitive than pulse pressure variation to detect changes in stroke volume after fluid challenge in ICU patients postoperatively to cardiac surgery,2010,N,
557,CN-00968705,Efficacy and safety of adalimumab in patients with non-radiographic axial spondyloarthritis: results of a randomised placebo-controlled trial (ABILITY-1),2013,N,review article
558,CN-02815712,Efficacy of upadacitinib in subgroups of patients with axial spondyloarthritis with early versus established disease,2025,N,no metabolic outcomes
559,CN-01926053,Evaluation of Eosinophilic Asthma Patients Without Blood Eosinophil (EOS) Response to Intravenous (IV) Reslizumab in a Post-Hoc Analysis of 52-Week Placebo-Controlled Phase 3 Studies,2019,N,
560,CN-02528461,What does the TIME study tell us about morning and evening dosing of antihypertensive medication?,2023,N,
561,CN-02213908,Ixekizumab Improves Patient-Reported Outcomes in Non-Radiographic Axial Spondyloarthritis: results from the Coast-X Trial,2021,N,case report
562,CN-01713431,The impact of early treatment with adalimumab on rheumatoid factor and anti-citrullinated peptide antibody levels in patients with rheumatoid arthritis in the optima trial,2016,N,
563,CN-02902657,BIMEKIZUMAB TREATMENT RESULTED IN IMPROVEMENTS IN MRI INFLAMMATORY AND STRUCTURAL LESIONS IN THE SACROILIAC JOINTS OF PATIENTS WITH AXIAL SPONDYLOARTHRITIS: 52-WEEK RESULTS AND POST HOC ANALYSES FROM TWO PHASE 3 STUDIES,2025,N,wrong population
564,CN-02805508,Telmisartan in combination with hydrochlorothiazide 12.5 mg for the management of patients with hypertension,2014,N,animal
565,CN-02769072,"Combination treatment with TTX-030, a first-in-class anti-CD39 antibody, in patients with advanced pancreatic cancer",2024,N,
567,CN-01920848,Reslizumab high-responder and super-responder asthma patients,2018,N,commentary
568,CN-01296600,Comparability of patients classified as non-radiographic axial spondyloarthritis by the imaging vs clinical arms of the ASAS criteria,2016,N,
569,CN-01398034,Comparison of the imaging and clinical arms of ASAS axial spondyloarthritis classification criteria in patients with non-radiographic axial spondyloarthritis,2017,N,
570,CN-00751045,Effects of treatment with once-daily nifedipine CR and twice-daily benidipine on prevention of symptomatic attacks in patients with coronary spastic angina pectoris-Adalat Trial vs Coniel in Tokyo against Coronary Spastic Angina (ATTACK CSA),2010,N,in vitro
572,CN-01937852,Certolizumab pegol versus standard care in treating non-radiographic axial spondyloarthritis: results for Asia-Pacific versus rest of the world from C-axSpAnd,2019,N,in vitro
573,CN-02813650,"BIMEKIZUMAB ACHIEVED SUSTAINED IMPROVEMENTS IN EFFICACY OUTCOMES IN PATIENTS WITH AXIAL SPONDYLOARTHRITIS, REGARDLESS OF PRIOR TUMOUR NECROSIS FACTOR INHIBITOR TREATMENT: WEEK 52 POOLED RESULTS FROM THE PHASE 3 STUDIES BE MOBILE 1 AND BE MOBILE 2",2024,N,niacin not NMN/NR
574,CN-00726186,Pulmonary morbidity following esophagectomy is decreased after introduction of a multimodal anesthetic regimen,2008,N,in vitro
575,CN-02653866,Add-on Sacubitril/Valsartan Therapy Induces Left Ventricular Remodeling in Non-responders to Cardiac Resynchronization Therapy to a Similar Extent as in Heart Failure Patients Without Resynchronization,2024,N,NAM not NMN
576,CN-01796758,A Phase 2a Study to Evaluate the Efficacy and Safety of Tildrakizumab in Patients with Active Ankylosing Spondylitis or Non-Radiographic Axial Spondyloarthritis,2017,N,commentary
577,CN-02460368,"IXEKIZUMAB IMPROVES SIGNS, SYMPTOMS, and QUALITY of LIFE in PATIENTS with AXIAL SPA IRRESPECTIVE of DISEASE DURATION: RESULTS from the COAST-V, COAST-W and COAST-X TRIALS",2022,N,review article
578,CN-01115166,Consistently Good clinical response in patients with early axial spondyloarthritis after 3 years of continuous treatment with etanercept: longterm data of the ESTHER trial,2014,N,commentary
579,CN-02386424,Long-term safety and clinical outcomes of certolizumab pegol treatment in patients with active non-radiographic axial spondyloarthritis: 3-year results from the phase 3 C-axSpAnd study,2022,N,
580,CN-01822545,"A randomized, double-blind, multi-center, placebo-controlled study to evaluate the efficacy and safety of methotrexate in Chinese patients with active non-radiographic axial spondyloarthritis(SpA)/ankylosing spondylitis",2015,N,in vitro
581,CN-01165203,Sustained clinical remission in patients with non-radiographic axial spondyloarthritis after two years of adalimumab treatment,2013,N,
582,CN-02360849,"Using a respiratory resistance device as a therapeutic modality in patients with a history of heart failure, preliminary report",2021,N,review article
583,CN-01033402,Alisporivir (ALV) plus PEG-interferon/ribavirin (PR) in HCV G1 treatment-experienced patients achieves primary endpoint with superior efficacy at treatment week 12 compared to retreatment with PR,2012,N,
584,CN-01062638,"Clinical and imaging efficacy of etanercept in early non-radiographic axial spondyloarthritis: a 12-week, randomized, double-blind, placebo-controlled trial",2013,N,poster abstract only
585,CN-02365409,Acute Whole-Body Vibration Exercise Promotes Favorable Handgrip Neuromuscular Modifications in Rheumatoid Arthritis: a Cross-Over Randomized Clinical,2021,N,commentary
586,CN-00963616,The risk of polyomavirus-associated graft nephropathy is increased by a combined suppression of CD8 and CD4 cell-dependent immune effects,2013,N,
587,CN-02788966,LONG-TERM SUSTAINED EFFICACY and SAFETY of BIMEKIZUMAB ACROSS the FULL SPECTRUM of AXIAL SPONDYLOARTHRITIS 2-YEAR RESULTS from TWO PHASE 3 STUDIES,2024,N,
588,CN-02871998,HOW QUICKLY WILL I FEEL BETTERWITH THIS NEW DRUG?-RAPIDITYOF TREATMENT RESPONSE IN PATIENTS WITH AXIAL SPONDYLOARTHRITIS TREATED WITH BIMEKIZUMAB: ANALYSIS FROM 2 PHASE 3 STUDIES,2025,N,commentary
