record_num,id,reason,precursor,title,authors,year,journal,doi
223,CN-02874394,No NMN or NR,none,Effects of combined diet and physical activity on glycemic control and body composition in male recreational athletes with type 2 diabetes mellitus,"Chouk, K; Triki, R; Dergaa, I...",2025,Frontiers in endocrinology,10.3389/fendo.2025.1525559
224,CN-00520394,Type 1 DM,NMN,Increased tubular organic ion clearance following chronic ACE inhibition in patients with type 1 diabetes,"Thomas, MC; Jerums, G; Tsalamandris, C...",2005,Kidney international,10.1111/j.1523-1755.2005.00359.x
225,CN-01667405,Different supplement,none,Dynamic transcriptome analysis of root nitrate starvation and re-supply provides insights into nitrogen metabolism in pear (Pyrus bretschneideri),"Chen, G; Li, X; Chen, Q...",2018,Plant science : an international journal of experimental plant biology,10.1016/j.plantsci.2018.10.007
228,CN-01030353,Not NAD+ precursor,none,Routine dressing change at the insertion point reduces the incidence of central venous catheter-related bloodstream infection,"Ishizuka, M; Nagata, H; Takagi, K...",2012,"Clinical nutrition, supplement",10.1016/S1744-1161(12)70465-9
229,CN-02497641,No NMN or NR,none,Undesired side effects of a formula diet on erythropoetic parameters: data from two randomised controlled trials,"Kabisch, S; Jahn, SL; Dambeck, U...",2022,Diabetologia,10.1007/s00125-022-05755-w
230,CN-01707053,Different supplement,none,Matrix Metalloproteinase Activity Correlates with Uterine Myoma Volume Reduction after Ulipristal Acetate Treatment,"Courtoy, GE; Henriet, P; Marbaix, E...",2018,Journal of clinical endocrinology and metabolism,10.1210/jc.2017-02295
231,CN-02301482,Unrelated intervention,none,Efficacy of a New Protocol of Premixed 70/30 Human Insulin in Haitian Youth with Diabetes,"Jean-Baptiste, E; Larco, P; von Oettingen, J...",2021,Diabetes therapy,10.1007/s13300-021-01130-x
233,CN-02285079,Wrong intervention,none,"Circulating tumor DNA load and total metabolic tumor volume in diffuse large b cell lymphoma (DLBCL) patients treated by r-chop-from REMARC, a lysa study","Bohers, E; Delfau-Larue, M; Vercellino, L...",2021,Hematological oncology,10.1002/hon.2880
234,CN-02580404,No NMN/NR,none,Randomized phase III trial of metabolic imaging-guided dose escalation of radio-chemotherapy in patients with newly diagnosed glioblastoma (SPECTRO GLIO trial),"Laprie, A; Noel, G; Chaltiel, L...",2024,Neuro-oncology,10.1093/neuonc/noad119
235,CN-02659552,Not NMN/NR intervention,none,Metabolic Tumor Volume Predicts Outcomes in Patients with Relapsed/Refractory Diffuse Large B-Cell Lymphoma Treated with Loncastuximab Tesirine in the Lotis-2 Trial,"Alderuccio, JP; Kuker, RA; Reis, IM...",2022,Blood,10.1182/blood-2022-162758
239,CN-01454908,Different supplement,none,A preliminary randomized controlled trial of contingency management for alcohol use reduction using a transdermal alcohol sensor,"Barnett, NP; Celio, MA; Tidey, JW...",2017,"Addiction (Abingdon, England)",10.1111/add.13767
240,CN-00104387,Wrong intervention,none,Relation between oxygen delivery and consumption during septic states. Value of an early dobutamine test,"Chopin, C; Vallet, B; Mehdaoui, H",1992,Chirurgie; memoires de l'Academie de chirurgie,
241,CN-00364845,No NMN or NR,none,"Pharmacokinetics and absolute bioavailability of carteolol, a new beta-adrenergic receptor blocking agent","Ishizaki, T; Ohnishi, A; Sasaki, T...",1983,European journal of clinical pharmacology,10.1007/BF00544023
242,CN-00414237,Different supplement,none,Daily interferon regimen for chronic hepatitis C. A prospective randomised study,"Bruno, R; Debiaggi, M; Sacchi, P...",1999,Clinical drug investigation,
243,CN-01645583,No relevant precursor,none,Calgranulin A (S100A8) Immunostaining: a Future Candidate for Risk Assessment in Patients with Non-Muscle-Invasive Bladder Cancer (NMIBC),"Nicklas, AP; Kramer, MW; Serth, J...",2018,Advances in therapy,10.1007/s12325-018-0789-7
244,CN-01330949,Wrong intervention,none,Mobilization of hematopoietic stem cells with the novel CXCR4 antagonist POL6326 (balixafortide) in healthy volunteers-results of a dose escalation trial,"Karpova, D; Bräuninger, S; Wiercinska, E...",2017,Journal of translational medicine,10.1186/s12967-016-1107-2
245,CN-02927804,Not NAD+ precursor,none,Influence of gait-synchronized functional electrical stimulation during exoskeleton-assisted ambulation on cardiorespiratory outcomes in individuals with incomplete spinal cord injury,"Voicu, R; Kuchen, DB; Perret, C...",2025,Journal of rehabilitation medicine,10.2340/jrm.v57.43423
246,CN-02558775,Wrong intervention,none,Protective effect of resveratrol on mitochondrial biogenesis during hyperoxia-induced brain injury in neonatal pups,"Yang, M; Shen, Y; Zhao, S...",2023,BMC neuroscience,10.1186/s12868-023-00797-1
248,CN-00806336,Not NMN/NR intervention,none,Alternative splice variant PGC-1α-b is strongly induced by exercise in human skeletal muscle,"Norrbom, J; Sällstedt, EK; Fischer, H...",2011,American journal of physiology. Endocrinology and metabolism,10.1152/ajpendo.00119.2011
249,CN-02121736,Not NAD+ precursor,none,Single-molecule long-read sequencing of the full-length transcriptome of Rhododendron lapponicum L,"Jia, X; Tang, L; Mei, X...",2020,Scientific reports,10.1038/s41598-020-63814-x
250,CN-00752147,No NMN/NR,none,"Uncoupling of collagen II metabolism in newly diagnosed, untreated rheumatoid arthritis is linked to inflammation and antibodies against cyclic citrullinated peptides","Christensen, AF; Hørslev-Petersen, K; Christgau, S...",2010,Journal of rheumatology,10.3899/jrheum.091265
251,CN-02247805,Not NMN/NR intervention,none,Comparative transcriptomic analysis for identification of candidate sex-related genes and pathways in Crimson seabream (Parargyrops edita),"Shan, B; Liu, Y; Yang, C...",2021,Scientific reports,10.1038/s41598-020-80282-5
252,CN-02892001,No NMN or NR,none,Results from phase 1 study of mycophenolate mofetil with chemoradiation in newly diagnosed glioblastoma to target de-novo purine metabolism to overcome treatment resistance,"Umemura, Y; Clarke, N; Al-Holou, W...",2025,Journal of clinical oncology,
253,CN-01797526,Not NAD+ precursor,none,Brain Energy Metabolism in Progressive Supranuclear Palsy: comparison of PSP Patients and Healthy Controls and Effect of Coenzyme Q10 – nanoQuinon® - N/A,"EUCTR2005-000574-40-DE,",2006,https://trialsearch.who.int/Trial2.aspx?TrialID=EUCTR2005-000574-40-DE,
256,CN-01135949,Different supplement,none,The hepatic and extra-hepatic profile of resolution of steatohepatitis induced by GFT-505,"Sanyal, AJ; Harrison, SA; Francque, SM...",2015,"Hepatology (Baltimore, Md.)",10.1002/hep.28239
259,CN-01586220,No relevant precursor,none,Concurrent Training and Prediabetes Control,"NCT03502304,",2018,https://clinicaltrials.gov/show/NCT03502304,
260,CN-00876286,Not NMN/NR intervention,none,Contribution of renal and non-renal clearance on increased total clearance of adalimumab in glomerular disease,"Roberts, BV; Susano, I; Gipson, DS...",2013,Journal of clinical pharmacology,10.1002/jcph.121
261,CN-01824302,No relevant precursor,none,The efficacy of fluorescence navigation system of indocyanin green in urological surgery,"UMIN000013834,",2014,https://trialsearch.who.int/Trial2.aspx?TrialID=JPRN-UMIN000013834,
263,CN-01705099,No NMN or NR,none,Longitudinal effects of the SSRI paroxetine on salivary cortisol in Major Depressive Disorder,"Ruhé, HG; Khoenkhoen, SJ; Ottenhof, KW...",2015,Psychoneuroendocrinology,10.1016/j.psyneuen.2014.10.024
264,CN-00504027,No NMN or NR,none,Chlorine inhalation produces nasal airflow limitation in allergic rhinitic subjects without evidence of neuropeptide release,"Shusterman, D; Balmes, J; Murphy, MA...",2004,Neuropeptides,10.1016/j.npep.2004.08.002
267,CN-00036546,No NMN/NR,none,Electrotherapy of pain relief using the Tenzcare stimulator. A clinico-experimental study,"Hertz, H; Bochdansky, T; Scharf, W",1984,Wiener klinische Wochenschrift,
269,CN-01957852,No NMN or NR,none,Brigatinib (BRG) vs crizotinib (CRZ) in the phase III ALTA-1L trial,"Califano, R; Hochmair, MJ; Gridelli, C...",2019,Annals of oncology,10.1093/annonc/mdz063.004
271,CN-02824171,Wrong intervention,none,Effect of 12-wk dietary nitrate supplementation on carotid arterial stiffness in postmenopausal females,"Pinheiro, VDS; Proctor, DN; Nogueira Soares, R...",2025,American journal of physiology. Heart and circulatory physiology,10.1152/ajpheart.00065.2025
272,CN-01451646,Wrong intervention,none,Randomized Phase 1b/3 Study of Erlotinib + Ramucirumab in Untreated EGFR Mutation-Positive Stage IV NSCLC: phase 1b Outcomes,"Nakagawa, K; Garon, E; Paz-Ares, L...",2017,Journal of thoracic oncology,
273,CN-02629624,No NMN/NR,none,"Bintrafusp Alfa Versus Pembrolizumab in Patients With Treatment-Naive, Programmed Death-Ligand 1-High Advanced NSCLC: a Randomized, Open-Label, Phase 3 Trial","Cho, BC; Lee, JS; Wu, YL...",2023,Journal of thoracic oncology,10.1016/j.jtho.2023.08.018
275,CN-02653379,Wrong intervention,none,CDK4/6-Inhibitors Versus Chemotherapy in Advanced HR+/HER2-Negative Breast Cancer: results and Correlative Biomarker Analyses of the KENDO Randomized Phase II Trial,"Schettini, F; Palleschi, M; Mannozzi, F...",2024,Oncologist,10.1093/oncolo/oyad337
276,CN-02265143,Different supplement,none,"Nivolumab plus ipilimumab, with or without enzalutamide, in AR-V7-expressing metastatic castration-resistant prostate cancer: a phase-2 nonrandomized clinical trial","Shenderov, E; Boudadi, K; Fu, W...",2021,Prostate,10.1002/pros.24110
277,CN-02274519,Unrelated intervention,none,PacBio Single-Molecule Long-Read Sequencing Reveals Genes Tolerating Manganese Stress in Schima superba Saplings,"Liaquat, F; Munis, MFH; Arif, S...",2021,Frontiers in genetics,10.3389/fgene.2021.635043
278,CN-02613689,No relevant precursor,none,"1291O Radiotherapy boost to 74 Gy based on FDG-PET at 42 Gy of radiochemotherapy (RCT) in patients with inoperable stage III non-small cell lung cancer (RTEP7 – IFCT 1401): a prospective multicentre, open-label, randomised, controlled trial","Vera, P; Le Tinier, F; Chaumet-Riffaud, P...",2023,Annals of oncology,10.1016/j.annonc.2023.09.769
279,CN-01364849,No relevant precursor,none,"Ribociclib + letrozole for first-line treatment of HR+, HER2-ABC: efficacy, safety, and pharmacokinetics","Andre, F; Stemmer, SM; Hortobagyi, GN...",2016,European journal of cancer,
280,CN-01708404,Different supplement,none,"First-line ribociclib plus letrozole in postmenopausal women with HR+ , HER2- advanced breast cancer: tumor response and pain reduction in the phase 3 MONALEESA-2 trial","Janni, W; Alba, E; Bachelot, T...",2018,Breast cancer research and treatment,10.1007/s10549-017-4658-x
281,CN-00877022,Unrelated intervention,none,Doxycycline use in patients with lymphangioleiomyomatosis: biomarkers and pulmonary function response,"Pimenta, SP; Baldi, BG; Kairalla, RA...",2013,Jornal brasileiro de pneumologia,10.1590/s1806-37132013000100002
282,CN-02339224,Not NAD+ precursor,none,Phase 2 study of anastrozole in patients with estrogen receptor/progesterone receptor positive recurrent low-grade endometrial stromal sarcomas: the PARAGON trial (ANZGOG 0903),"Friedlander, M; Benson, C; O'Connell, RL...",2021,Gynecologic oncology,10.1016/j.ygyno.2021.02.016
283,CN-00882858,No NMN/NR,none,Characterization of local vascular effects of the nitric oxide inhibitor NG-monomethyl-L-arginine on dorsal hand veins,"Schindler, C; Leuschner, S; Schwanebeck, U...",2012,Journal of clinical pharmacology,10.1177/0091270011406277
284,CN-02453772,No NMN/NR,none,"Investigating the roles of hyperglycaemia, hyperinsulinaemia and elevated free fatty acids in cardiac function in patients with type 2 diabetes via treatment with insulin compared with empagliflozin: protocol for the HyperCarD2 randomised, crossover trial","Thirumathyam, R; Richter, EA; Goetze, JP...",2022,BMJ open,10.1136/bmjopen-2021-054100
285,CN-02381593,Animal study,NR,Nicotinamide Riboside Clinical Trial for GWI,"NCT05243290,",2022,https://clinicaltrials.gov/ct2/show/NCT05243290,
286,CN-00498214,No relevant precursor,none,Natural history of patients with chronic hepatitis C and persistently normal alanine aminotransferase levels: data from the multinational Pegasys (R) study (NR 16071),"Shiffman, M; Diago, M; Tran, A...",2003,"Hepatology (Baltimore, Md.)",
287,CN-02258266,No relevant precursor,none,Response to discontinuation of nucleos(t)ide analogue treatment in HBeAg-negative chronic hepatitis B: results from the Stop-NUC trial,"Van Bbmmel, F; Stein, K; Heyne, R...",2020,Zeitschrift fur Gastroenterologie,10.1055/s-0040-1716Q38
288,CN-02727876,No NMN or NR,none,Relationship of non-invasive measures with histological response in patients with nonalcoholic steatohepatitis and fibrosis: 52-week data from the Phase 3 MAESTRO-NASH trial,"Mangia, A; Loomba, R; Schattenberg, JM...",2024,Digestive and liver disease,10.1016/j.dld.2024.01.022
289,CN-02892953,Not NAD+ precursor,none,Associations between progastrin-releasing peptide (ProGRP) and neuron-specific enolase (NSE) and survival in patients with limited-stage small cell lung cancer (LS SCLC) receiving chemoradiotherapy (CRT),"Grønberg, M; Aanerud, M; Halvorsen, TO...",2025,"Lung cancer (Amsterdam, Netherlands)",10.1016/j.lungcan.2025.108678
290,CN-00999492,Not NMN/NR intervention,none,A randomized phase II efficacy and safety study of vandetanib (ZD6474) in combination with bicalutamide versus bicalutamide alone in patients with chemotherapy naïve castration-resistant prostate cancer,"Azad, AA; Beardsley, EK; Hotte, SJ...",2014,Investigational new drugs,10.1007/s10637-014-0091-8
291,CN-01629289,No relevant precursor,none,Outcomes by line of therapy and programmed death ligand 1 expression in patients with advanced melanoma treated with pembrolizumab or ipilimumab in KEYNOTE-006: a randomised clinical trial,"Carlino, MS; Long, GV; Schadendorf, D...",2018,"European journal of cancer (Oxford, England : 1990)",10.1016/j.ejca.2018.06.034
292,CN-01111673,No relevant precursor,none,Gastric pH and residual volume after 1 and 2 h fasting time for clear fluids in children†,"Schmidt, AR; Buehler, P; Seglias, L...",2015,British journal of anaesthesia,10.1093/bja/aeu399
293,CN-02631463,Not NMN/NR intervention,none,Multicenter randomized controlled trial of neoadjuvant chemoradiotherapy alone or in combination with pembrolizumab in patients with resectable or borderline resectable pancreatic adenocarcinoma,"Katz, MHG; Petroni, GR; Bauer, T...",2023,Journal for immunotherapy of cancer,10.1136/jitc-2023-007586
294,CN-02399573,No NMN or NR,none,"Plasma Tie2 trajectories identify vascular response criteria for VEGF inhibitors across advanced biliary tract, colorectal and ovarian cancers","Zhou, C; O'Connor, J; Backen, A...",2022,ESMO open,10.1016/j.esmoop.2022.100417
295,CN-00650483,Not NMN/NR intervention,none,Incidence of type 2 diabetes mellitus and glucose abnormalities in patients with chronic hepatitis C infection by response to treatment: results of a cohort study,"Giordanino, C; Bugianesi, E; Smedile, A...",2008,American journal of gastroenterology,10.1111/j.1572-0241.2008.02002.x
